id,txnrefid,custno,acctno,channelcode,overallqual,grlivarea,garagecars,ageofhouse,saleprice
1760,d6e68b65-c0f9-4d07-a6a9-5c85b0aa2e83,12341109,45671975,LOAN,6,864,1,61,127500
1761,8f2aecbd-1b7c-4b47-a959-8f27783f2c52,12341030,45671900,LOAN,5,1301,2,96,100000
1762,e672a201-8509-4e06-ad1f-989ade02df4f,12341136,45671811,LOAN,7,1547,2,11,215200
1763,40eb1ef4-5a21-4c5d-ad4d-3b05adbbe714,12341140,45671568,LOAN,8,2365,3,21,337000
1764,70ba2b4a-7448-4e98-b103-8f4985771909,12341078,45671158,LOAN,8,1494,2,25,270000
1765,254a79e6-cfb5-40d2-97da-978f3e3bb856,12341061,45671066,LOAN,9,1506,2,12,264132
1766,f331028a-19d9-4bce-94b0-a3cc6f468092,12341148,45671466,LOAN,7,1714,2,32,196500
1767,c674a1cb-4530-4f7a-bd67-46021045a1e8,12341059,45671278,LOAN,6,1750,1,80,160000
1768,322d2622-bcc2-481f-ae59-ed76c201e946,12341018,45671209,LOAN,7,1836,2,16,216837
1769,577017d8-043d-47f8-a5b2-2006ffccfd9b,12341222,45671039,LOAN,8,3279,3,17,538000
1770,ec73884b-9af9-4476-a127-954591d152db,12341185,45671522,LOAN,5,858,2,38,134900
1771,c00169c2-b909-440f-b15a-ab6fed2ab225,12341100,45671915,LOAN,4,1220,2,69,102000
1772,b2ef830e-896e-4efa-8a9c-f3e43aca6524,12341166,45671212,LOAN,6,1117,2,44,107000
1773,d4d20869-2a68-4516-bbe4-58892ef84d43,12341178,45671645,LOAN,5,912,1,62,114500
1774,29c22822-3f77-4601-9438-66c7219337e2,12341132,45671939,LOAN,8,1973,3,14,395000
1775,59e1d930-c7dc-4584-8daf-01ac9cf8bf77,12341102,45671750,LOAN,6,1204,2,22,162000
1776,0986d9e5-5b6d-4b8d-b0cb-5cc382ab0f38,12341167,45671405,LOAN,7,1614,3,15,221500
1777,78f68246-4a68-4b6c-8ca0-42805bdbe472,12341188,45671501,LOAN,5,894,2,46,142500
1778,5ef81b1a-e2bb-49cf-be2a-78588f7937cd,12341156,45671810,LOAN,5,2020,2,43,144000
1779,46aa0a10-e07b-48b3-bf2e-30acdfa49d28,12341076,45671163,LOAN,6,1004,2,43,135000
1780,e4eeb48a-684f-4921-9e18-cc09c8d41231,12341137,45671859,LOAN,7,1253,2,25,176000
1781,0463c145-841d-4c89-a3e3-80f02be81a10,12341203,45671162,LOAN,6,1603,2,28,175900
1782,a891021b-420a-4b1e-9da3-54df2ae61a22,12341088,45671267,LOAN,7,1430,2,19,187100
1783,580b1d3d-3477-4f72-aaae-511af8e20c89,12341079,45671058,LOAN,5,1110,2,42,165500
1784,2444ba1b-379f-403a-8deb-89125e72ad14,12341025,45671672,LOAN,6,1484,0,106,128000
1785,a299841e-957c-411d-88d1-d122b5b68bd9,12341213,45671467,LOAN,6,1342,2,53,161500
1786,a81ca3b4-bb25-491b-b069-643321751bed,12341154,45671090,LOAN,5,1652,1,105,139000
1787,b26d2f5e-fdc6-44b2-9d68-03fa2fb35fea,12341106,45671067,LOAN,7,2084,2,16,233000
1788,4b0ff14c-ab8e-4a8d-81db-b7906a6354c5,12341090,45671571,LOAN,4,901,1,66,107900
1789,826a0b31-c0e0-4498-9d31-0308a175743c,12341105,45671380,LOAN,6,2087,2,54,187500
1790,a2ebfd08-5c31-4fd3-b51a-0b85a258a4ab,12341014,45671514,LOAN,7,1145,2,15,160200
1791,3baf66a8-8c10-499b-a539-3dfc7c8ccc83,12341049,45671748,LOAN,6,1062,2,44,146800
1792,58f30269-bb21-4f55-a789-eb6dd6bd5ff2,12341132,45671693,LOAN,7,2013,2,24,269790
1793,31fdd3bb-67f0-4c22-9a2e-da1d355959bf,12341079,45671997,LOAN,8,1496,2,13,225000
1794,d188317f-471e-4d36-8c76-200138af9866,12341110,45671327,LOAN,7,1895,2,26,194500
1795,d14e7ded-8ef1-4ffd-8ee3-a81ae967b11e,12341166,45671990,LOAN,6,1564,2,40,171000
1796,8965c205-a8c2-4a74-99a6-284d9b5974fb,12341243,45671199,LOAN,6,1285,2,43,143500
1797,5a0517ff-ef14-4a5d-9123-ca5fb34244ca,12341058,45671607,LOAN,5,773,1,67,110000
1798,315a67e9-e1c7-466e-b9b4-39f112737882,12341058,45671893,LOAN,9,3140,3,12,485000
1799,bfb4168f-3081-4686-9cb4-d56240edd7fc,12341179,45671352,LOAN,5,1768,1,83,175000
1800,f0316085-b2f5-4999-ac36-4809083a99da,12341184,45671162,LOAN,6,1688,2,23,200000
1801,af0683b0-5f96-4e5b-ad94-8d3b13518bd7,12341122,45671079,LOAN,4,1196,2,104,109900
1802,eaf0b3a9-15a7-435e-abff-dc929f2e3889,12341049,45671898,LOAN,7,1456,2,15,189000
1803,ab87138c-0bfe-428b-acba-fd446ec2f342,12341175,45671825,LOAN,9,2822,3,12,582933
1804,79572506-dd7e-49b0-8e16-16444320ea54,12341148,45671968,LOAN,5,1128,1,66,118000
1805,43e32c66-8a6c-4cbe-9b9d-cf59d2984c56,12341219,45671560,LOAN,7,1428,2,12,227680
1806,711f0617-72b3-42ca-b0a8-166b2c9f7438,12341245,45671614,LOAN,5,980,1,53,135500
1807,df3a2ce7-9e71-4121-95f0-89e116b3cc6d,12341219,45671669,LOAN,5,1576,2,97,223500
1808,ebeb4895-c23a-4e47-bd3a-7a8034b54ea4,12341071,45671827,LOAN,5,1086,2,54,159950
1809,6f6b440f-8db9-4b2e-bee8-c9d00124ee40,12341151,45671877,LOAN,5,2138,2,122,106000
1810,67cd00de-3286-4f00-88d7-1092e101b503,12341102,45671424,LOAN,6,1309,2,46,181000
1811,b3b54714-431f-4cc0-903e-972f7bafdeca,12341153,45671877,LOAN,6,848,2,16,144500
1812,15b0f2fe-9f3c-40b2-b011-ed7bfe5377cc,12341013,45671750,LOAN,5,1044,2,68,55993
1813,55ba7fde-e5ff-4097-be20-0a9714b5bc0b,12341189,45671096,LOAN,6,1442,1,62,157900
1814,62b43358-222d-4da1-9360-6905119951e3,12341202,45671789,LOAN,5,1250,1,102,116000
1815,69f2e403-c89f-46f6-8752-78e868db3869,12341095,45671408,LOAN,7,1661,2,22,224900
1816,bf84107e-6fa7-4dde-8e6a-4cf9931e711c,12341154,45671087,LOAN,5,1008,1,66,137000
1817,89b9fe9e-a561-4074-9965-eaccf56c9dc1,12341230,45671761,LOAN,8,1689,3,18,271000
1818,093b39f2-3fe4-40c5-a566-29f560fd2cce,12341202,45671431,LOAN,6,1052,2,49,155000
1819,deb23fcc-0cf5-4dbc-9a48-77aed62c47dd,12341050,45671599,LOAN,7,1358,2,11,224000
1820,c69d65aa-6cd6-47f6-b98b-0828fb2142e5,12341044,45671824,LOAN,7,1640,2,17,183000
1821,d39e3a89-ae87-4f2e-b46f-a6b49f558217,12341199,45671369,LOAN,4,936,2,67,93000
1822,91286a8a-f85c-4439-be77-9ea7155e4bbe,12341007,45671110,LOAN,7,1733,2,17,225000
1823,dbb5170e-6355-4ee6-9608-caa0eb402c0c,12341038,45671453,LOAN,6,1489,1,80,139500
1824,ad4cf99d-e2d1-4ded-8605-0c5ea93d5fdf,12341004,45671266,LOAN,8,1489,2,14,232600
1825,bf74f127-0d06-467a-a7db-09ad8fd9c10b,12341053,45671187,LOAN,10,2084,3,13,385000
1826,507b29c7-7c0f-4380-a05b-c6d229aad3f2,12341247,45671670,LOAN,5,784,0,96,109500
1827,aa1f99f9-9245-4da2-a2c8-dc6b55386092,12341213,45671509,LOAN,7,1434,2,19,189000
1828,5484cf9f-da99-443e-87ee-95e368512617,12341037,45671882,LOAN,5,2126,2,53,185000
1829,0733755d-8cf1-4506-9551-a24abb97a26a,12341072,45671609,LOAN,7,1223,2,15,147400
1830,5cee16f3-6497-4d48-9482-4e5da7f61c75,12341173,45671761,LOAN,6,1392,2,63,166000
1831,aa5170e1-146b-4753-aff1-1b8ca5555927,12341202,45671393,LOAN,7,1200,2,15,151000
1832,465684f3-c4c6-42f0-af89-1d952ebe1b82,12341105,45671462,LOAN,7,1829,2,17,237000
1833,9a3c1693-a815-4fd4-8d39-a09e55f5a0d0,12341187,45671384,LOAN,6,1516,2,56,167000
1834,305bd0d0-ea7d-4b53-86d4-7228b0159446,12341214,45671252,LOAN,5,1144,2,59,139950
1835,c8f47ba7-05b1-4c04-ae44-9d66af5a69b2,12341055,45671347,LOAN,4,1067,2,70,128000
1836,2aa3668d-5acc-4c19-887f-a6bf97dfe7ce,12341205,45671720,LOAN,5,1559,2,72,153500
1837,6f791be4-0e68-4d81-9728-8a72a83e9fa0,12341004,45671626,LOAN,6,987,1,47,100000
1838,54442f41-0278-432b-ad1e-da1f7c0b8c70,12341090,45671982,LOAN,5,1099,1,25,144000
1839,3cea0584-3923-4928-902b-6d445c4aa550,12341103,45671698,LOAN,5,1200,1,74,130500
1840,49bd0532-3990-4e66-a14a-73ade0a57403,12341093,45671668,LOAN,6,1482,1,95,140000
1841,2317ef7b-a476-4212-9cc7-c46725482a69,12341067,45671976,LOAN,5,1539,2,116,157500
1842,1a135e1c-76a6-4809-a215-9824ed5ef80b,12341077,45671132,LOAN,6,1165,2,54,174900
1843,73fb8d02-6515-40e0-9f11-f81e2592a3ee,12341100,45671392,LOAN,5,1800,0,59,141000
1844,9aaa973a-bb8e-40a5-ada7-b29b6e67c367,12341095,45671366,LOAN,5,1416,3,105,153900
1845,f290dfba-6e83-416a-af60-de1cc437e9a3,12341039,45671638,LOAN,5,1701,2,45,171000
1846,6a8d4a77-e8f9-44bb-bdc9-e2b39b817a67,12341210,45671786,LOAN,7,1775,2,27,213000
1847,cb23ef18-103d-477e-99be-47368f15b4d9,12341028,45671484,LOAN,5,864,1,48,133500
1848,9b9ce633-31ec-4c5c-b4cd-4bbe063dfaad,12341036,45671034,LOAN,6,2358,2,112,240000
1849,ff773b7d-c943-4927-ae72-f0a8c0a87f1f,12341162,45671762,LOAN,6,1855,2,44,187000
1850,92885929-4dd7-469a-abc7-35d7760f6351,12341209,45671928,LOAN,6,848,2,17,131500
1851,ca99b81d-02d8-4a79-bb9b-e778c7f94c93,12341215,45671467,LOAN,8,1456,2,17,215000
1852,93b7458a-88ce-4fc2-b95e-7c2d41387e64,12341210,45671238,LOAN,7,1646,1,79,164000
1853,528cc26b-3e71-4708-9ad6-50b457141049,12341151,45671531,LOAN,6,1445,2,56,158000
1854,1a8d15b3-7ecc-4231-9ac1-3b8a7b2e131a,12341088,45671868,LOAN,5,1779,2,65,170000
1855,ec4dcb32-eb76-4a12-aaa1-8b380daf0c17,12341165,45671288,LOAN,5,1040,1,58,127000
1856,35f8a2e0-dfcc-417f-b4b4-dd161f0d6347,12341202,45671480,LOAN,6,1026,2,42,147000
1857,f0df7b97-4312-4845-b900-1e46fc93df7c,12341026,45671791,LOAN,6,1481,2,26,174000
1858,e4941ab0-24de-4ed6-b1b5-4605bbd090b7,12341011,45671506,LOAN,7,1370,2,44,152000
1859,af9f846c-bc7f-48da-9450-8599f67bf3e6,12341145,45671572,LOAN,6,2654,2,52,250000
1860,bc40e69e-b2cd-4b48-8e91-08658fed1030,12341102,45671679,LOAN,7,1426,1,102,189950
1861,9dc474c0-1910-4f54-9d88-7fe5a1fb3152,12341119,45671124,LOAN,5,1039,2,55,131500
1862,a5677925-2db4-4a1a-840c-971d41a5fd50,12341105,45671004,LOAN,6,1097,2,36,152000
1863,61e6e748-b660-4786-98d7-e9e0bc75d78a,12341225,45671504,LOAN,5,1148,1,61,132500
1864,89708161-2809-4f09-be24-e5621f0b81a0,12341155,45671576,LOAN,7,1372,2,13,250580
1865,9477fbf8-ece5-4bc8-97bf-4352db4cad9c,12341104,45671462,LOAN,5,1002,2,50,148500
1866,f20992fa-5420-4a7c-adaf-529a1f49fc0f,12341118,45671868,LOAN,8,1646,3,14,248900
1867,81ef04a8-96ee-4de6-ba21-893afc7c328e,12341016,45671093,LOAN,4,1120,2,59,129000
1868,c62f78cd-e7c2-48fa-b12a-61b330e0f2d2,12341023,45671997,LOAN,5,2320,2,72,169000
1869,5c95de61-4469-4377-a717-4c4a5d7e8669,12341212,45671468,LOAN,7,1949,2,27,236000
1870,5091988a-e03a-4982-9db1-6b85884b2e17,12341155,45671480,LOAN,5,894,1,58,109500
1871,86f5497d-4e9b-4811-8104-4e125cd4c263,12341095,45671521,LOAN,6,1682,2,22,200500
1872,b20492e5-87bb-48de-bc9b-6e379501ae16,12341224,45671454,LOAN,5,910,2,67,116000
1873,a0515af6-2823-4de3-b220-b8abd8f989e7,12341121,45671523,LOAN,5,1268,1,71,133000
1874,397b8337-b306-4d0b-8043-e24eb015eb8a,12341209,45671682,LOAN,5,1131,1,79,66500
1875,f3000566-39cd-4336-bf90-75707eb49d47,12341067,45671709,LOAN,8,2610,2,13,303477
1876,c5363b26-568d-40b2-8c47-e485fd1cf6f4,12341005,45671007,LOAN,4,1040,2,57,132250
1877,6d9d5ad4-f3b0-47c4-80c9-14da3a8f82f2,12341248,45671802,LOAN,9,2224,3,16,350000
1878,5899817b-7aa3-4571-a913-f1c80999c94f,12341049,45671888,LOAN,5,1155,2,59,148000
1879,3a3d51b6-79ee-41c6-a174-6c0fa772e7d7,12341090,45671540,LOAN,5,864,1,42,136500
1880,56019127-be19-452d-849d-1e72e445bee4,12341023,45671537,LOAN,5,1090,2,15,157000
1881,64ad4b4e-dfcc-4aa7-89bd-379290709c43,12341050,45671952,LOAN,7,1717,2,30,187500
1882,3b372410-98f6-4af3-9b76-92aeb9c5315c,12341091,45671027,LOAN,6,1593,2,28,178000
1883,50b41eba-389c-4bff-945e-a3633849ed86,12341232,45671495,LOAN,4,2230,1,108,118500
1884,9f4aa791-5b07-4ba4-8f82-a3925d129186,12341103,45671760,LOAN,5,892,1,53,100000
1885,4a33a281-295d-4357-95c1-ddbecf512502,12341150,45671707,LOAN,9,1709,2,21,328900
1886,68dc05ac-1c54-4f34-8226-d3d5fb1f6b00,12341019,45671133,LOAN,5,1712,2,61,145000
1887,c7768f5d-9ede-4f2c-88b2-cac955bef5b7,12341210,45671992,LOAN,5,1393,1,65,135500
1888,e56f2cb4-c654-44e3-9ed1-9980e9130ec0,12341131,45671544,LOAN,8,2217,2,50,268000
1889,50647de4-8941-40a5-9e63-79ed4fed946b,12341024,45671556,LOAN,6,1505,2,67,149500
1890,20d96c7a-4cac-415b-be13-dbab2caffc0e,12341217,45671030,LOAN,5,924,2,71,122900
1891,c6b6695d-88be-4633-8e32-0b930aa3a67a,12341029,45671118,LOAN,6,1683,2,42,172500
1892,9aab5986-5368-4e9b-a41b-f70baedfa965,12341022,45671663,LOAN,6,1068,1,57,154500
1893,f1a73653-0562-41ef-9161-1ef1df543b33,12341208,45671786,LOAN,5,1383,1,66,165000
1894,d04fffb7-e20a-4da6-a93f-ad7f8d60c655,12341026,45671905,LOAN,5,1535,2,41,118858
1895,0658aeb7-75e6-4dd8-890b-1d70ae4fc5e9,12341034,45671615,LOAN,6,1796,2,57,140000
1896,d28d89d2-6e76-4cf5-8ee8-0e0dcde76b5d,12341223,45671769,LOAN,4,951,1,84,106500
1897,e6c4ee15-bd46-43cb-9d46-68129ee7b305,12341038,45671255,LOAN,5,2240,2,41,142953
1898,ef9ac78f-e9b2-4315-8461-b9b99716c24f,12341245,45671526,LOAN,9,2364,3,11,611657
1899,45c6d233-4e96-4a35-810b-fecfe9e138ba,12341192,45671555,LOAN,5,1236,1,59,135000
1900,c88bc396-0298-4d5f-8054-3053f8660a35,12341238,45671398,LOAN,4,858,1,49,110000
1901,461d8a2f-0807-4aa3-b7d4-1500ec702269,12341041,45671777,LOAN,5,1306,1,63,153000
1902,2e34bca5-b5be-4ce6-ad6f-d43f9a39dbb8,12341185,45671546,LOAN,7,1509,2,17,180000
1903,1149b010-465d-4be8-bcd0-0cad31712353,12341192,45671194,LOAN,7,1670,3,14,240000
1904,4e5260fd-9baf-4bdd-9258-30c11943d2f2,12341220,45671089,LOAN,5,902,1,53,125500
1905,08adb46f-b6a9-4358-86bd-93f22f745771,12341139,45671997,LOAN,5,1063,1,66,128000
1906,2ec54cd2-b740-494a-9e1b-ef91d21ec875,12341091,45671968,LOAN,8,1636,3,14,255000
1907,ef492019-9f90-4540-914a-e912936ab00d,12341167,45671961,LOAN,7,2057,1,84,250000
1908,57a68572-e084-4eb0-ac7d-9af411c27a71,12341008,45671655,LOAN,5,902,2,37,131000
1909,241b0d79-a24e-4260-b1f9-2d685b60b50c,12341134,45671006,LOAN,6,1484,2,15,174000
1910,2b2470ab-59f8-4379-8d39-4f7cf96707b3,12341113,45671342,LOAN,5,2274,2,60,154300
1911,4bad8cfd-b49f-40b4-b416-a8e6c10d55fa,12341174,45671123,LOAN,5,1268,1,43,143500
1912,7467c9cf-1555-4e3c-a3ea-3fc26af6ee3e,12341246,45671779,LOAN,5,1015,1,95,88000
1913,b563a5bf-3c5d-4b72-a936-c10e22c0652d,12341008,45671319,LOAN,5,2002,3,71,145000
1914,be67ff72-d23f-46d0-86c1-a611f757e9fe,12341209,45671438,LOAN,6,1224,2,11,173733
1915,caf03936-8579-4730-96ab-c3187423d854,12341237,45671836,LOAN,4,1092,1,50,75000
1916,935d66c0-6b3f-4c53-bd12-01131c17f5df,12341244,45671250,LOAN,2,480,1,71,35311
1917,54f61586-3211-4ed6-9415-f353bc921fdb,12341117,45671589,LOAN,4,1229,1,64,135000
1918,01e7d6cb-3116-43dd-91e8-00dc6fc72a0c,12341141,45671623,LOAN,7,2127,3,29,238000
1919,ea1818cd-e9de-4ba1-ab8d-b4bac13a8846,12341106,45671161,LOAN,6,1414,2,62,176500
1920,be29d92e-1be9-40fc-b8f4-9e63ecf88b25,12341183,45671039,LOAN,6,1721,2,26,201000
1921,8acda3f3-7e1b-42e9-8c89-ab5098eaffd8,12341011,45671381,LOAN,5,2200,0,120,145900
1922,3e36f0c1-a129-4a5f-af78-6ac91278ccf8,12341057,45671212,LOAN,6,1316,2,15,169990
1923,499a0cca-11c1-4138-bbf5-39c659caefcb,12341129,45671515,LOAN,6,1617,2,27,193000
1924,c2863d45-a640-4324-b88c-05693b1ccfab,12341151,45671353,LOAN,6,1686,2,40,207500
1925,5dc3afb1-847a-4f0d-99bf-e19d01dc6a05,12341158,45671207,LOAN,5,1126,2,43,175000
1926,9dfb699c-06d6-4595-ae08-51000ee3463c,12341237,45671121,LOAN,8,2374,3,17,285000
1927,b1e3ad0f-1ff4-4003-9477-9b39cbcc81bd,12341005,45671110,LOAN,7,1978,2,52,176000
1928,faf21c80-c96d-422c-921c-421ab8012331,12341078,45671047,LOAN,8,1788,2,19,236500
1929,23a4f2bb-6b47-42bc-811e-f8ff364196ed,12341248,45671297,LOAN,7,2236,2,23,222000
1930,28ef7c72-ca50-44a8-ad30-6370ae824766,12341001,45671124,LOAN,8,1466,3,13,201000
1931,c655258d-407f-463e-8fe6-8f73c442ce28,12341099,45671229,LOAN,5,925,1,55,117500
1932,e71a3657-521d-41ac-be2c-b9212f310261,12341039,45671112,LOAN,9,1905,3,14,320000
1933,d6428810-f9f0-42dc-b8d6-6e8953ceb520,12341042,45671160,LOAN,7,1500,2,16,190000
1934,92cc864c-4532-4968-aa19-fd2a72b57ac3,12341077,45671982,LOAN,7,2069,2,60,242000
1935,cc7cf0dd-f6f4-44a2-94c8-c827ca13e5e3,12341237,45671639,LOAN,4,747,2,94,79900
1936,f8b66ac4-d72d-4563-b225-641e7c37a601,12341106,45671281,LOAN,7,1200,2,17,184900
1937,7c7eb2ad-4bb0-4962-af8b-57704e0b4c9a,12341184,45671027,LOAN,7,1971,2,15,253000
1938,b6e283d3-cbe0-43ea-b675-88161184a7d1,12341158,45671413,LOAN,7,1962,3,14,239799
1939,e0616364-3ece-4f9b-9bd5-afeb7b3c6acc,12341209,45671069,LOAN,7,2403,1,80,244400
1940,86d1cf15-67b8-4845-9215-9a2287206e9e,12341049,45671072,LOAN,6,1728,2,44,150900
1941,de42cad3-ac3b-4c47-8110-73e3ae464509,12341032,45671843,LOAN,7,2060,2,21,214000
1942,abefd212-8621-4306-b1f9-930109004e75,12341060,45671021,LOAN,4,1440,0,43,150000
1943,ed8cc5a3-ef11-4b2e-a688-cfd6ba40c59d,12341048,45671383,LOAN,5,1632,2,53,143000
1944,fc6ca193-df3a-4b2c-958d-23a83656fabb,12341173,45671799,LOAN,6,1344,2,62,137500
1945,975b6cea-f243-4b27-b153-e1b09f4f40e9,12341087,45671309,LOAN,5,1869,2,130,124900
1946,47e9950d-2ef4-4ba7-8d75-8c9b9bf2f262,12341103,45671556,LOAN,5,1144,1,61,143000
1947,6cc93bc7-b214-4888-aab4-30767cfa7f98,12341214,45671926,LOAN,8,1629,3,18,270000
1948,c960b744-b516-4308-95fe-006fa06b1d8c,12341180,45671152,LOAN,7,1776,2,18,192500
1949,41517ad8-6dd8-4ff5-a053-3ca9c8182943,12341107,45671983,LOAN,6,1381,2,48,197500
1950,274b0c1e-6909-4f37-b8d5-0859fb74abc8,12341020,45671042,LOAN,5,864,2,70,129000
1951,51782f8c-0112-47c8-8e83-27bc5f5a2c09,12341198,45671411,LOAN,5,965,1,55,119900
1952,b223b2f0-68b3-4265-96cf-3cfde177fb52,12341241,45671896,LOAN,5,768,1,48,133900
1953,92e580a9-13ff-4c2a-859f-0523500ddbed,12341003,45671989,LOAN,5,1968,2,51,172000
1954,c4018902-9b18-4499-bec3-a7ae4551a44b,12341062,45671326,LOAN,6,980,0,45,127500
1955,29479623-95d4-4af9-952d-a69ae55dd1dd,12341064,45671373,LOAN,6,1958,2,74,145000
1956,92856aa5-89cf-4e50-9347-4bfc0795d61f,12341167,45671459,LOAN,6,1229,2,40,124000
1957,acd55d2c-d804-42f9-8343-cb6457aa008f,12341027,45671981,LOAN,5,1057,2,58,132000
1958,b24dd4c2-5d8b-447c-890c-e8d287a53bf7,12341177,45671202,LOAN,7,1337,2,17,185000
1959,0481bd94-4a87-46dd-96ed-703682e7e42c,12341021,45671619,LOAN,7,1416,2,21,155000
1960,25ac3f4c-21ac-45cf-bd55-8e0553a13de9,12341176,45671720,LOAN,5,858,0,62,116500
1961,0ed65ba7-ddfb-4265-b3b0-bb82ddf7ad01,12341113,45671978,LOAN,6,2872,2,43,272000
1962,1e898df7-9f84-4dcc-aa07-ab3d3b932160,12341242,45671841,LOAN,6,1548,2,44,155000
1963,67e472fe-c44e-4db3-9112-7b70bd64f566,12341056,45671421,LOAN,9,1800,2,13,239000
1964,785f036c-fff9-4a37-a571-789f483e4433,12341012,45671170,LOAN,7,1894,2,18,214900
1965,e79a59cc-2529-441a-aa10-62f2b8536371,12341007,45671674,LOAN,6,1484,2,15,178900
1966,c7483608-b0a9-4385-97e9-8e950b56617c,12341064,45671157,LOAN,5,1308,1,80,160000
1967,2e5aba86-aabd-4f83-8322-677a09420e3a,12341169,45671762,LOAN,5,1098,1,65,135000
1968,f7a4d01a-d9a7-418f-b739-bb854286c852,12341182,45671638,LOAN,3,968,0,110,37900
1969,c45aec84-7fbd-4bdf-a430-891612ef6189,12341171,45671672,LOAN,6,1095,1,62,140000
1970,145ee1da-e959-4742-bb4a-6ab8a89bd11e,12341095,45671331,LOAN,4,1192,0,71,135000
1971,1e694baa-52f9-475c-bf4d-6fcceeaa7d42,12341167,45671853,LOAN,7,1626,2,17,173000
1972,28c032f2-57a0-484c-8798-22917e8bf884,12341179,45671790,LOAN,6,918,1,41,99500
1973,5a56de12-71e0-4360-8a37-8d342614db8e,12341107,45671288,LOAN,7,1428,2,13,182000
1974,aaf568d8-bcfc-4f33-920c-9266e49a537b,12341238,45671422,LOAN,7,2019,2,110,167500
1975,f103d2b0-288d-4aac-b77c-ab16d0c9dbda,12341037,45671889,LOAN,7,1382,2,20,165000
1976,f0328993-8e26-425c-ba36-542bc3795308,12341003,45671210,LOAN,4,869,0,97,85500
1977,5252f789-a76c-44e5-9a0f-1a787372b3ea,12341045,45671929,LOAN,7,1241,2,14,199900
1978,6f5f2668-7555-4344-9459-0ba4ef1d596b,12341225,45671535,LOAN,4,894,2,66,110000
1979,a0a93476-ab78-4998-826b-0ec2408f0032,12341165,45671017,LOAN,5,1121,2,57,139000
1980,2585f11d-7aef-4b53-9f71-e591308adb46,12341136,45671491,LOAN,7,999,2,59,178400
1981,f0fb1e37-9f9a-433d-a55e-d565e8be839d,12341015,45671252,LOAN,8,2612,3,22,336000
1982,c94bde5a-c759-4e49-a1d4-80c5a809879c,12341053,45671025,LOAN,7,1266,2,13,159895
1983,44745d0d-4165-437b-a012-141b3e129763,12341141,45671214,LOAN,8,2290,2,18,255900
1984,324eff4d-85b7-46f7-af86-97e13a585fcb,12341013,45671347,LOAN,5,1734,2,43,126000
1985,5d0b21e7-0390-4881-92f1-38306500a9b1,12341010,45671874,LOAN,5,1164,1,70,125000
1986,f2e0ff00-59df-436c-9a3b-ae47283eee67,12341246,45671205,LOAN,6,1635,1,110,117000
1987,74244a3b-6966-4137-860e-10797804f8dd,12341162,45671200,LOAN,9,1940,3,11,395192
1988,d5111481-3df6-4ec1-b0c0-386c35fd280d,12341006,45671634,LOAN,6,2030,2,44,195000
1989,e9208213-6576-44a8-84a3-4d239cc2c1f2,12341105,45671029,LOAN,7,1576,2,14,197000
1990,0533660c-77b7-4b5e-8c65-a1ff51b0a497,12341129,45671741,LOAN,8,2392,3,23,348000
1991,b458ce24-0a82-4027-ab61-c11d134ec014,12341118,45671219,LOAN,8,1742,2,138,168000
1992,ff39a4e9-4548-4799-bb27-dfe6c494ac5e,12341091,45671031,LOAN,6,1851,2,56,187000
1993,b7cc24c8-7a4f-4917-b312-762cd787dfbf,12341041,45671845,LOAN,6,1500,2,15,173900
1994,f5bfc7df-8733-42c6-8595-64de05c26980,12341203,45671513,LOAN,10,1718,3,14,337500
1995,77ba9f2b-597d-457e-b900-4daef349fcc3,12341003,45671115,LOAN,4,1230,1,74,121600
1996,cf177774-dae6-462c-b2fc-430159e74980,12341049,45671483,LOAN,5,1050,1,59,136500
1997,b1bd1790-0523-4cfc-9362-df3d85963e51,12341023,45671098,LOAN,6,1442,2,50,185000
1998,a64caa05-58fa-4358-9900-20f8d21db9bd,12341210,45671922,LOAN,3,1077,1,98,91000
1999,16f3acec-92d9-4dc2-95ed-52921038fad6,12341203,45671088,LOAN,7,1208,2,14,206000
2000,b4e2ee2b-9b91-4c9c-aa28-d67a0007349d,12341145,45671114,LOAN,3,944,2,68,82000
2001,d020d6eb-7328-4af3-a8e9-9710a8c5d8e7,12341012,45671527,LOAN,5,691,1,100,86000
2002,093663c3-a125-4ff5-879c-244723f53878,12341167,45671010,LOAN,8,1574,3,14,232000
2003,42cfcb7f-a9cb-45a9-950c-f5beb99835e7,12341013,45671018,LOAN,5,1680,2,44,136905
2004,f13ecbdf-fd07-4226-a5ca-b2c1dba0fa72,12341183,45671349,LOAN,7,1504,2,15,181000
2005,2e77613f-d313-4507-bba9-45469040168b,12341060,45671379,LOAN,5,985,1,43,149900
2006,992b3c19-ae92-4c5d-bbbf-e0d5a67e3dca,12341145,45671585,LOAN,6,1657,2,50,163500
2007,23ac3cc0-eff4-4aa4-9a37-609b94ec2ce5,12341070,45671818,LOAN,4,1092,1,50,88000
2008,4a484b83-22a7-46b3-a6f1-b26f41c64065,12341187,45671962,LOAN,7,1710,2,16,240000
2009,3ed47573-167e-4cac-86a6-488a2da5c406,12341179,45671178,LOAN,5,1522,0,94,102000
2010,9ef9ceaf-7e7a-4c99-a48b-ac9e94fad5ac,12341123,45671960,LOAN,5,1271,1,72,135000
2011,1be52f8a-b319-42a4-9ae3-93992143e9e7,12341162,45671653,LOAN,5,1664,0,55,100000
2012,48f9edd8-b406-4eec-9385-07d003d73681,12341065,45671181,LOAN,6,1502,1,97,165000
